Date,Product,Region,Quantity_Sold,Stock_Level,day_of_week,week_of_year,month,year,is_weekend,dow_sin,dow_cos,month_sin,month_cos,lag_1,lag_7,lag_30,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30
2023-02-06,Product_A,East,151,184,0,6,2,2023,0,0.0,1.0,0.8660254037844386,0.5000000000000001,87.0,113.0,103.0,129.71428571428572,23.69046422588833,111.16666666666667,23.857455038615086
2023-02-07,Product_A,East,119,213,1,6,2,2023,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,151.0,114.0,78.0,130.42857142857142,23.208167691979632,112.53333333333333,23.052763067742475
2023-02-08,Product_A,East,142,233,2,6,2,2023,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,119.0,156.0,120.0,128.42857142857142,21.149130343484906,113.26666666666667,23.640895795696675
2023-02-09,Product_A,East,92,175,3,6,2,2023,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,142.0,142.0,108.0,121.28571428571429,24.04658177866649,112.73333333333333,23.942363743147745
2023-02-10,Product_A,East,98,119,4,6,2,2023,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,92.0,129.0,120.0,116.85714285714286,25.21526370692014,112.0,24.04880095942846
2023-02-11,Product_A,East,112,140,5,6,2,2023,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,98.0,129.0,115.0,114.42857142857143,24.663448953577326,111.9,24.042132557887513
2023-02-12,Product_A,East,111,198,6,6,2,2023,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,112.0,87.0,112.0,117.85714285714286,21.70582541952407,111.86666666666666,24.04268235269609
2023-02-13,Product_A,East,108,163,0,7,2,2023,0,0.0,1.0,0.8660254037844386,0.5000000000000001,111.0,151.0,97.0,111.71428571428571,16.131896827034804,112.23333333333333,23.891541330069877
2023-02-14,Product_A,East,130,211,1,7,2,2023,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,108.0,119.0,56.0,113.28571428571429,17.442422287001758,114.7,21.595258100189348
2023-02-15,Product_A,East,120,185,2,7,2,2023,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,130.0,142.0,88.0,110.14285714285714,12.75968353093149,115.76666666666667,21.013433032612554
2023-02-16,Product_A,East,142,191,3,7,2,2023,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,120.0,92.0,118.0,117.28571428571429,14.75030266033306,116.56666666666666,21.5513553991444
2023-02-17,Product_A,East,74,137,4,7,2,2023,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,142.0,98.0,155.0,113.85714285714286,21.310627797952304,113.86666666666666,21.64403769669819
2023-02-18,Product_A,East,121,156,5,7,2,2023,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,74.0,112.0,111.0,115.14285714285714,21.450940705313073,114.2,21.67534750944429
2023-02-19,Product_A,East,90,150,6,7,2,2023,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,121.0,111.0,87.0,112.14285714285714,23.49772025416205,114.3,21.552102065651884
2023-02-20,Product_A,East,116,189,0,8,2,2023,0,0.0,1.0,0.8660254037844386,0.5000000000000001,90.0,108.0,68.0,113.28571428571429,23.4571544573952,115.9,19.69832830295594
2023-02-21,Product_A,East,103,178,1,8,2,2023,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,116.0,130.0,84.0,109.42857142857143,22.448883735107664,116.53333333333333,18.92769059511404
2023-02-22,Product_A,East,139,199,2,8,2,2023,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,103.0,120.0,106.0,112.14285714285714,24.94947274946288,117.63333333333334,19.250585899428234
2023-02-23,Product_A,East,135,162,3,8,2,2023,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,139.0,142.0,118.0,111.14285714285714,23.66029424604699,118.2,19.510209528912544
2023-02-24,Product_A,East,115,186,4,8,2,2023,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,135.0,74.0,112.0,117.0,17.097758137642888,118.3,19.485007499135847
2023-02-25,Product_A,East,107,153,5,8,2,2023,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,115.0,121.0,120.0,115.0,17.36855396015071,117.86666666666666,19.590168775272943
2023-02-26,Product_A,East,102,139,6,8,2,2023,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,107.0,90.0,99.0,116.71428571428571,14.907652237629353,117.96666666666667,19.497981033117686
2023-02-27,Product_A,East,117,202,0,9,2,2023,0,0.0,1.0,0.8660254037844386,0.5000000000000001,102.0,116.0,124.0,116.85714285714286,14.904457626591359,117.73333333333333,19.465147161606286
2023-02-28,Product_A,East,130,180,1,9,2,2023,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,117.0,103.0,118.0,120.71428571428571,14.197585307770776,118.13333333333334,19.593688873669546
2023-03-01,Product_A,East,126,208,2,9,3,2023,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,130.0,139.0,113.0,118.85714285714286,12.102734834581423,118.56666666666666,19.619981604500055
2023-03-02,Product_A,East,119,199,3,9,3,2023,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,126.0,135.0,114.0,116.57142857142857,9.846440014156444,118.73333333333333,19.601079022609337
2023-03-03,Product_A,East,120,184,4,9,3,2023,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,119.0,115.0,156.0,117.28571428571429,9.894683517160217,117.53333333333333,18.299676524997402
2023-03-04,Product_A,East,123,172,5,9,3,2023,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,120.0,107.0,142.0,119.57142857142857,8.92295061171179,116.9,17.74406165842341
2023-03-05,Product_A,East,90,140,6,9,3,2023,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,123.0,102.0,129.0,117.85714285714286,13.056653111582259,115.6,18.248476554269526
2023-03-06,Product_A,East,118,170,0,10,3,2023,0,0.0,1.0,1.0,6.123233995736766e-17,90.0,117.0,129.0,118.0,13.05118130030127,115.23333333333333,18.0796767848233
2023-03-07,Product_A,East,111,192,1,10,3,2023,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,118.0,130.0,87.0,115.28571428571429,12.07910435027209,116.03333333333333,17.30155132237916
2023-03-08,Product_A,East,128,193,2,10,3,2023,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,111.0,126.0,151.0,115.57142857142857,12.394315133118402,115.26666666666667,16.171352561803893
2023-03-09,Product_A,East,122,215,3,10,3,2023,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,128.0,119.0,119.0,116.0,12.583057392117926,115.36666666666666,16.204476463967136
2023-03-10,Product_A,East,116,218,4,10,3,2023,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,122.0,120.0,142.0,115.42857142857143,12.461368876881645,114.5,15.40655928380888
2023-03-11,Product_A,East,105,148,5,10,3,2023,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,116.0,123.0,92.0,112.85714285714286,12.495713550768416,114.93333333333334,14.927256563272017
2023-03-12,Product_A,East,106,165,6,10,3,2023,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,105.0,90.0,98.0,115.14285714285714,8.414839499926547,115.2,14.68379355287484
2023-03-13,Product_A,East,128,223,0,11,3,2023,0,0.0,1.0,1.0,6.123233995736766e-17,106.0,118.0,112.0,116.57142857142857,9.727232269204217,115.73333333333333,14.853150909959258
2023-03-14,Product_A,East,118,220,1,11,3,2023,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,128.0,111.0,111.0,117.57142857142857,9.41376904428018,115.96666666666667,14.831195764876565
2023-03-15,Product_A,East,143,177,2,11,3,2023,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,118.0,128.0,108.0,119.71428571428571,13.149325530412655,117.13333333333334,15.542452061755085
2023-03-16,Product_A,East,144,219,3,11,3,2023,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,143.0,122.0,130.0,122.85714285714286,16.087558043703336,117.6,16.140760141053935
2023-03-17,Product_A,East,99,170,4,11,3,2023,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,144.0,116.0,120.0,120.42857142857143,18.410659438281428,116.9,16.484789227104777
2023-03-18,Product_A,East,77,130,5,11,3,2023,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,99.0,105.0,142.0,116.42857142857143,24.391645720458904,114.73333333333333,17.322366114826586
2023-03-19,Product_A,East,124,152,6,11,3,2023,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,77.0,106.0,74.0,119.0,24.05549140355829,116.4,15.586466277976012
2023-03-20,Product_A,East,101,187,0,12,3,2023,0,0.0,1.0,1.0,6.123233995736766e-17,124.0,128.0,121.0,115.14285714285714,24.53180637070014,115.73333333333333,15.809061856467313
2023-03-21,Product_A,East,125,195,1,12,3,2023,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,101.0,118.0,90.0,116.14285714285714,24.808792604159326,116.9,15.121006169769512
2023-03-22,Product_A,East,155,186,2,12,3,2023,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,125.0,143.0,116.0,117.85714285714286,27.26675980889901,118.2,16.64103776604799
2023-03-23,Product_A,East,112,198,3,12,3,2023,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,155.0,144.0,103.0,113.28571428571429,24.716487653078094,118.5,16.437446735196282
2023-03-24,Product_A,East,131,196,4,12,3,2023,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,112.0,99.0,139.0,117.85714285714286,24.592875468507618,118.23333333333333,16.15588572867987
2023-03-25,Product_A,East,94,175,5,12,3,2023,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,131.0,77.0,135.0,120.28571428571429,20.361027198337236,116.86666666666666,16.42062062192523
2023-03-26,Product_A,East,95,198,6,12,3,2023,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,94.0,124.0,115.0,116.14285714285714,22.334044054078603,116.2,16.898071712068433
2023-03-27,Product_A,East,101,210,0,13,3,2023,0,0.0,1.0,1.0,6.123233995736766e-17,95.0,101.0,107.0,116.14285714285714,22.334044054078603,116.0,17.045577846993968
2023-03-28,Product_A,East,123,245,1,13,3,2023,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,101.0,125.0,102.0,115.85714285714286,22.21432399322992,116.7,16.881228097178422
2023-03-29,Product_A,East,153,190,2,13,3,2023,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,123.0,155.0,117.0,115.57142857142857,21.632207029158653,117.9,18.136170755018085
2023-03-30,Product_A,East,120,211,3,13,3,2023,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,153.0,112.0,130.0,116.71428571428571,21.623400023387365,117.56666666666666,17.997477473309964
2023-03-31,Product_A,East,132,170,4,13,3,2023,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,120.0,131.0,126.0,116.85714285714286,21.736517441305786,117.76666666666667,18.12729573253312
2023-04-01,Product_A,East,105,172,5,13,4,2023,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,132.0,94.0,119.0,118.42857142857143,20.148259998133362,117.3,18.27406302140675
2023-04-02,Product_A,East,110,136,6,13,4,2023,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,105.0,95.0,120.0,120.57142857142857,17.91514389985135,116.96666666666667,18.314274314811428
2023-04-03,Product_A,East,107,188,0,14,4,2023,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,110.0,101.0,123.0,121.42857142857143,16.939668856042644,116.43333333333334,18.365416024341155
2023-04-04,Product_A,East,162,237,1,14,4,2023,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,107.0,123.0,90.0,127.0,22.90560339014598,118.83333333333333,19.463641317423992
2023-04-05,Product_A,East,157,216,2,14,4,2023,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,162.0,153.0,118.0,127.57142857142857,23.69850306705147,120.13333333333334,20.671041435374992
2023-04-06,Product_A,East,145,182,3,14,4,2023,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,157.0,120.0,111.0,131.14285714285714,24.244783434989145,121.26666666666667,21.081015046773732
2023-04-07,Product_A,East,112,155,4,14,4,2023,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,145.0,132.0,128.0,128.28571428571428,25.283158331942936,120.73333333333333,21.107170432773845
2023-04-08,Product_A,East,85,163,5,14,4,2023,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,112.0,105.0,122.0,125.42857142857143,29.182512702285383,119.5,22.088770746771978
2023-04-09,Product_A,East,111,176,6,14,4,2023,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,85.0,110.0,116.0,125.57142857142857,29.096718846272818,119.33333333333333,22.134905081985487
2023-04-10,Product_A,East,132,188,0,15,4,2023,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,111.0,107.0,105.0,129.14285714285714,27.94893302333485,120.23333333333333,22.080859761705234
2023-04-11,Product_A,East,148,204,1,15,4,2023,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,132.0,162.0,106.0,127.14285714285714,25.608778256869726,121.63333333333334,22.475248199056605
2023-04-12,Product_A,East,149,196,2,15,4,2023,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,148.0,157.0,128.0,126.0,24.193663082165408,122.33333333333333,23.001249341380777
2023-04-13,Product_A,East,137,208,3,15,4,2023,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,149.0,145.0,118.0,124.85714285714286,23.319723922240673,122.96666666666667,23.138985364059568
2023-04-14,Product_A,East,102,172,4,15,4,2023,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,137.0,112.0,143.0,123.42857142857143,24.514330114289905,121.6,23.125743231299655
2023-04-15,Product_A,East,94,146,5,15,4,2023,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,102.0,85.0,144.0,124.71428571428571,22.29883618573165,119.93333333333334,23.257083953561114
2023-04-16,Product_A,East,89,187,6,15,4,2023,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,94.0,111.0,99.0,121.57142857142857,25.825421215391252,119.6,23.63603327475908
2023-04-17,Product_A,East,141,193,0,16,4,2023,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,89.0,132.0,77.0,122.85714285714286,26.6422507271725,121.73333333333333,22.52038667722994
2023-04-20,Product_A,East,134,186,3,16,4,2023,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,141.0,148.0,124.0,120.85714285714286,24.90935949550269,122.06666666666666,22.628839294495286
2023-04-21,Product_A,East,120,187,4,16,4,2023,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,134.0,149.0,101.0,116.71428571428571,21.646510771286625,122.7,22.28212520044437
2023-04-22,Product_A,East,101,191,5,16,4,2023,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,120.0,137.0,125.0,111.57142857142857,20.255510714018378,121.9,22.6249023621441
2023-04-23,Product_A,East,110,166,6,16,4,2023,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,101.0,102.0,155.0,112.71428571428571,19.84703408332744,120.4,21.832591897562658
2023-04-24,Product_A,East,104,190,0,17,4,2023,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,110.0,94.0,112.0,114.14285714285714,18.595954501168343,120.13333333333334,21.987039024331416
2023-04-25,Product_A,East,132,190,1,17,4,2023,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,104.0,89.0,131.0,120.28571428571429,15.797829869049359,120.16666666666667,22.004832280164333
2023-04-26,Product_A,East,122,261,2,17,4,2023,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,132.0,141.0,94.0,117.57142857142857,13.036578575392408,121.1,21.443349583945878
2023-04-27,Product_A,East,123,163,3,17,4,2023,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,122.0,134.0,95.0,116.0,11.269427669584617,122.03333333333333,20.869848459264038
2023-04-28,Product_A,East,100,168,4,17,4,2023,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,123.0,120.0,101.0,113.14285714285714,12.548951768023882,122.0,20.905369711120215
2023-04-29,Product_A,East,111,165,5,17,4,2023,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,100.0,101.0,123.0,114.57142857142857,11.457997830586004,121.6,21.00016420297055
2023-04-30,Product_A,East,116,146,6,17,4,2023,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,111.0,110.0,153.0,115.42857142857143,11.282097069504129,120.36666666666666,20.16224421918414
2023-05-01,Product_A,East,126,162,0,18,5,2023,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,116.0,104.0,120.0,118.57142857142857,10.612212192518914,120.56666666666666,20.188223493316425
2023-05-02,Product_A,East,121,182,1,18,5,2023,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,126.0,132.0,132.0,117.0,8.981462390204953,120.2,20.07297033154375
2023-05-03,Product_A,East,112,226,2,18,5,2023,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,121.0,122.0,105.0,115.57142857142857,8.847921466972549,120.43333333333334,19.930367287882234
2023-05-04,Product_A,East,140,210,3,18,5,2023,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,112.0,123.0,110.0,118.0,12.714820748507076,121.43333333333334,20.140340943820558
2023-05-05,Product_A,East,112,182,4,18,5,2023,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,140.0,100.0,107.0,119.71428571428571,10.499433091271861,121.6,20.037206770715706
2023-05-06,Product_A,East,74,169,5,18,5,2023,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,112.0,111.0,162.0,114.42857142857143,20.329429758006334,118.66666666666667,20.357720442357884
2023-05-07,Product_A,East,107,169,6,18,5,2023,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,74.0,116.0,157.0,113.14285714285714,20.497386592999028,117.0,19.120308755262087
2023-05-08,Product_A,East,125,157,0,19,5,2023,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,107.0,126.0,145.0,113.0,20.396078054371117,116.33333333333333,18.447190858629742
2023-05-09,Product_A,East,102,183,1,19,5,2023,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,125.0,121.0,112.0,110.28571428571429,20.418245808706512,116.0,18.617752003267537
2023-05-10,Product_A,East,146,216,2,19,5,2023,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,102.0,112.0,85.0,115.14285714285714,24.525011528563848,118.03333333333333,18.445601911703992
2023-05-11,Product_A,East,99,168,3,19,5,2023,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,146.0,140.0,111.0,109.28571428571429,22.403231059486956,117.63333333333334,18.73128184455699
2023-05-12,Product_A,East,97,157,4,19,5,2023,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,99.0,112.0,132.0,107.14285714285714,22.813947279596086,116.46666666666667,18.894869461153284
2023-05-13,Product_A,East,79,121,5,19,5,2023,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,97.0,74.0,148.0,107.85714285714286,21.652009694472312,114.16666666666667,19.122262406426426
