ds,yhat,yhat_lower,yhat_upper,Product,Region
2023-11-13,568.793510543555,459.4475921061154,676.2702007900659,Product_A,East
2023-11-20,606.2746445288107,497.12951969153636,712.137826434606,Product_A,East
2023-11-27,661.9042784512957,555.3645094116795,772.6968718954648,Product_A,East
2023-12-04,696.5453661320207,589.5381997886044,808.0818205313776,Product_A,East
2023-12-11,671.6541980164063,570.0828532860526,780.2993923379605,Product_A,East
2023-12-18,595.4583354200129,488.9078788254692,703.569152681243,Product_A,East
2023-12-25,530.0046210846995,421.0469067273189,629.6187323960379,Product_A,East
2024-01-01,540.830498057531,432.6339759195733,650.5168075681911,Product_A,East
2024-01-08,635.4286053647154,524.8565254251496,739.2388862036623,Product_A,East
2024-01-15,755.2758982833209,653.8544277079247,860.9797449975517,Product_A,East
2024-01-22,831.275492690794,723.3098450424059,934.7770081251082,Product_A,East
2024-01-29,844.5504938856184,741.8740862573969,940.5716882811697,Product_A,East
2024-02-05,830.3760754975647,720.5052559599238,935.2636270240766,Product_A,East
2024-02-12,828.6088604736835,723.1854539679722,929.983515881793,Product_A,East
2024-02-19,841.8806974826799,730.0567313856213,947.3109942633458,Product_A,East
2024-02-26,846.6519419642574,743.192713241611,953.9585225830529,Product_A,East
2024-03-04,834.8095480812627,726.7092126483255,942.7467053998826,Product_A,East
2024-03-11,828.1769106196402,726.0818214607409,936.7958806655431,Product_A,East
2024-03-18,846.7164523275937,736.277454584105,955.327038593017,Product_A,East
2024-03-25,873.2908521471845,764.2292334567989,986.1407223175547,Product_A,East
2024-04-01,864.8973081380584,761.1784807103488,970.585718806415,Product_A,East
2024-04-08,802.6661903024293,700.4787955901836,911.1806137205715,Product_A,East
2024-04-15,721.8547577683179,613.5791622456861,824.778381800843,Product_A,East
2024-04-22,682.6381859805014,579.1083936149325,790.9177319683591,Product_A,East
2024-04-29,710.7332073619637,602.2642937261759,818.5411774997739,Product_A,East
2024-05-06,772.5990401599162,668.6105923173565,881.1620102545671,Product_A,East
2024-05-13,811.1464866099459,699.6343886324087,918.1392117483341,Product_A,East
2024-05-20,801.0594621644066,699.0568132787894,904.164496353441,Product_A,East
2024-05-27,765.2101576226339,660.2079207311884,868.631168032688,Product_A,East
2024-06-03,741.419866542305,630.4527037345496,855.5618616486483,Product_A,East
2024-06-10,742.4104103880906,634.1243420978459,844.4041076681559,Product_A,East
2024-06-17,751.0394406242725,642.8517070224476,855.6529133106166,Product_A,East
2024-06-24,746.599672510172,638.075634542977,852.9800675220072,Product_A,East
2024-07-01,725.6630415031764,619.6741857515638,829.5842966222642,Product_A,East
2024-07-08,696.8913639307052,590.2116018482214,810.0797582572997,Product_A,East
2024-07-15,665.2994008716264,554.8751156658225,769.7887975196204,Product_A,East
2024-07-22,630.0140443937369,523.5674353986657,735.2661893868201,Product_A,East
2024-07-29,594.9772806236163,487.51341660369707,704.3436188697726,Product_A,East
2024-08-05,572.2042281730963,464.69016743540135,680.108141514241,Product_A,East
2024-08-12,569.2349813935268,463.2651748331715,678.7395057389053,Product_A,East
2024-08-19,577.3735745930138,475.0714675781669,681.6036747945356,Product_A,East
2024-08-26,578.8629793895387,472.8426576933808,690.0490131793409,Product_A,East
2024-09-02,566.2811550310745,452.3819701492374,675.0779208666336,Product_A,East
2024-09-09,550.1708344195076,442.128416071372,657.1660675395564,Product_A,East
2024-09-16,545.3382705345368,443.90814102044914,647.8263344130858,Product_A,East
2024-09-23,553.4879659886079,442.470692368442,662.42001505211,Product_A,East
2024-09-30,563.5953452499396,454.6039007172212,665.4881796127682,Product_A,East
2024-10-07,567.192640816842,463.5709644339285,669.0564119556211,Product_A,East
2024-10-14,566.8661011147143,461.4181769988664,676.8707648154191,Product_A,East
2024-10-21,568.1361960062277,460.1170498043284,679.9184647149043,Product_A,East
2024-10-28,569.8765816956565,474.35712911555277,682.5462398078662,Product_A,East
2024-11-04,570.0568437132242,466.67138603843864,677.6712083241281,Product_A,East
2024-11-11,578.2289325548007,471.1077429459773,684.5194707097759,Product_A,East
2024-11-18,610.6381808126986,499.30107955975615,720.8460851668971,Product_A,East
2024-11-25,665.1601687191259,556.8151212975586,768.2544413395361,Product_A,East
2024-12-02,707.0338164148134,604.2597868216242,815.0829333389623,Product_A,East
2024-12-09,693.9350907571352,587.5085820608463,796.4866876860402,Product_A,East
2024-12-16,623.4885724019377,529.6305856477107,727.935535615959,Product_A,East
2024-12-23,550.4415089378554,445.5407743627822,655.2646627530755,Product_A,East
2024-12-30,544.857140029803,434.03586142507817,655.5700109630629,Product_A,East
2025-01-06,627.3415137199856,527.4085751695823,739.0433246607381,Product_A,East
2025-01-13,748.426569968371,645.5138131436024,854.4893469503785,Product_A,East
2025-01-20,835.5573213405665,730.6916312040719,939.2311646940069,Product_A,East
2025-01-27,858.5332229057836,757.4201322884425,971.1792335219717,Product_A,East
2025-02-03,845.6859829144004,736.4548264142314,948.1669626784184,Product_A,East
2025-02-10,840.2531654727229,744.6644685113056,948.0795377978349,Product_A,East
2025-02-17,852.3389256905889,747.8656115855403,965.5992519441216,Product_A,East
2025-02-24,860.1493977446478,759.9281042825261,974.3870318043591,Product_A,East
2025-03-03,850.3288072552826,744.5824954191346,961.0748507469756,Product_A,East
2025-03-10,840.6310856411739,732.7424667993797,944.8524344416038,Product_A,East
2025-03-17,854.6739282026027,752.7469407698821,958.6844124994427,Product_A,East
2025-03-24,882.7849507528848,781.0737685995349,980.7491348775632,Product_A,East
2022-12-26,481.3942529030685,368.905314755373,589.1168716283098,Product_A,North
2023-01-02,525.6166807612647,431.3879798884466,640.9005823559934,Product_A,North
2023-01-09,654.9591874601687,551.8526566317186,760.073190333997,Product_A,North
2023-01-16,779.7191244927557,666.1109463324601,884.0831604740395,Product_A,North
2023-01-23,821.5281872614534,718.2488872795932,930.3605141976457,Product_A,North
2023-01-30,786.1257400856176,674.6921641581105,889.0115004333834,Product_A,North
2023-02-06,747.1675778509943,645.4670891880344,846.6678745378838,Product_A,North
2023-02-13,764.1310061410521,655.5402524532426,870.0203935019106,Product_A,North
2023-02-20,824.8222342812096,714.3754672591077,931.1142188675879,Product_A,North
2023-02-27,868.673246591964,760.6233919434168,977.1607413394363,Product_A,North
2023-03-06,856.1602367078326,759.4605643780717,955.6685934867088,Product_A,North
2023-03-13,806.0008264255247,692.3652181636825,907.3395481058246,Product_A,North
2023-03-20,767.07411156077,662.708678447345,878.183232243378,Product_A,North
2023-03-27,765.6984975617823,666.6728075008133,869.8001572087801,Product_A,North
2023-04-03,787.0977366870151,683.8957788184097,886.9096930644878,Product_A,North
2023-04-10,801.9481980189472,696.3965826514645,906.664883994842,Product_A,North
2023-04-17,799.0791344278412,692.4780641327383,905.6568447788674,Product_A,North
2023-04-24,788.8645143624833,690.9300193418082,897.7927308779518,Product_A,North
2023-05-01,783.3714892358382,674.6865567222584,887.6738120321767,Product_A,North
2023-05-08,783.1699926568941,683.5209123459421,892.7597961018948,Product_A,North
2023-05-15,783.3402110189611,678.1684231996741,889.9718699079178,Product_A,North
2023-05-22,783.4909716648694,679.9182015902396,893.5673197066254,Product_A,North
2023-05-29,785.7955737580103,679.9511918759355,894.7468344089715,Product_A,North
2023-06-05,786.5564818898122,682.5122657661666,890.9021154051136,Product_A,North
2023-06-12,776.8572220293026,667.7484727094745,875.7739184677549,Product_A,North
2023-06-19,753.0778888378637,644.1041892001635,858.6591248660825,Product_A,North
2023-06-26,722.0017959044187,620.3575029597541,831.771725050577,Product_A,North
2023-07-03,692.3294590061709,582.2619779408981,796.4204684212253,Product_A,North
2023-07-10,664.4553508103802,567.9985427262377,766.2735381762216,Product_A,North
2023-07-17,633.593446135493,520.41073315815,741.3149110298491,Product_A,North
2023-07-24,601.8360618210822,490.72272834213805,704.4452637301771,Product_A,North
2023-07-31,580.2266439538696,462.32103495464503,689.1925052643775,Product_A,North
2023-08-07,574.9410059072761,471.6072457950996,678.8610863440149,Product_A,North
2023-08-14,575.8137886917897,476.76622503977944,689.1723602422788,Product_A,North
2023-08-21,565.8326993470305,463.18170851138245,676.8138186961846,Product_A,North
2023-08-28,542.624782295751,436.56465215825074,650.5462631752246,Product_A,North
2023-09-04,523.5939007545376,416.20369330431,631.6902789579457,Product_A,North
2023-09-11,524.6407314846722,418.5322921887281,630.7742380850884,Product_A,North
2023-09-18,537.964482261793,434.0239105159622,642.5754577397134,Product_A,North
2023-09-25,539.6774353438993,430.56771083467925,639.7504162489245,Product_A,North
2023-10-02,521.0701094562392,417.3415170030685,627.7559311917117,Product_A,North
2023-10-09,503.81847161364317,391.4521772281447,606.3436562400792,Product_A,North
2023-10-16,515.5959405775275,410.71283604409587,619.1306131115368,Product_A,North
2023-10-23,553.3087481940773,449.7734352283717,667.472168632275,Product_A,North
2023-10-30,582.0833840454152,480.5338525402006,689.5023275814203,Product_A,North
2023-11-06,576.9726058611069,478.296169438572,688.494681742358,Product_A,North
2023-11-13,557.9151084153752,452.4984843515851,662.2629110542824,Product_A,North
2023-11-20,569.8272779971771,464.65281124374854,679.5863256828127,Product_A,North
2023-11-27,624.8637098019816,507.0369172385928,728.9969801797109,Product_A,North
2023-12-04,676.332798772558,571.5424078924857,776.2990966201069,Product_A,North
2023-12-11,664.2021704589915,557.6333026551489,764.0408719746833,Product_A,North
2023-12-18,587.8373113110041,483.40860059399614,697.7208863415706,Product_A,North
2023-12-25,521.5122565586366,417.6334332154925,624.6563654903687,Product_A,North
2024-01-01,546.1282308156776,442.4361716599054,646.6688425233413,Product_A,North
2024-01-08,665.5482955045611,556.0934203690784,775.3653391214151,Product_A,North
2024-01-15,798.5247608962761,688.1058172821769,907.7699801168253,Product_A,North
2024-01-22,857.5124433393667,750.2483520283286,960.4757172595937,Product_A,North
2024-01-29,831.5312888626336,726.468815725959,939.9223382677045,Product_A,North
2024-02-05,787.2834112332611,684.1738620995256,893.0089976615169,Product_A,North
2024-02-12,792.9112690185232,693.0645511077984,900.4705951080505,Product_A,North
2024-02-19,849.6967078823174,742.3180422522662,950.9698078071261,Product_A,North
2024-02-26,900.9142165684087,788.9139039016799,1008.2473324154208,Product_A,North
2024-03-04,898.7362396295368,790.9825708591318,1000.4317050334015,Product_A,North
2024-03-11,851.842002871587,751.0553288778156,953.2477509249744,Product_A,North
2024-03-18,807.7735490737641,703.4550398438215,906.8134447653541,Product_A,North
2024-03-25,799.744912504702,687.6521422063078,904.98801982338,Product_A,North
2024-04-01,819.3326364526707,713.0224332599136,925.3468168411769,Product_A,North
2024-04-08,836.940275704113,726.2953238939006,943.3350625068725,Product_A,North
2024-04-15,836.8847731837269,733.9832771242718,943.2082884803258,Product_A,North
2024-04-22,826.8543827472421,710.4981598719963,930.9698158051798,Product_A,North
2024-04-29,820.1251008334732,716.1567113368939,918.1939013134995,Product_A,North
2024-05-06,819.3471343978384,708.4965261154049,918.8806008703239,Product_A,North
2024-05-13,819.6614398636896,716.2425362055225,925.2429474661784,Product_A,North
2024-05-20,819.604683321089,711.6089019311737,929.964056682595,Product_A,North
2024-05-27,821.5470029019151,718.0566601835014,928.5622769854145,Product_A,North
2024-06-03,823.1949563156594,722.6185198739491,933.4382777540976,Product_A,North
2024-06-10,815.9201045189042,714.4104085575646,919.8708920682003,Product_A,North
2024-06-17,794.4082472339861,688.7971268519123,907.5851944384145,Product_A,North
2024-06-24,763.8685311297997,670.8518836581292,871.955873950995,Product_A,North
2024-07-01,733.6171472604757,621.2886081430293,842.0307903580908,Product_A,North
2024-07-08,705.7726040043233,593.1086010823493,808.2099051051654,Product_A,North
2024-07-15,675.6157476378529,574.751708660372,782.7146297819768,Product_A,North
2024-07-22,643.3449139641033,536.3995875959494,754.0438383316006,Product_A,North
2024-07-29,619.0890155046229,506.9716876109279,734.687619283214,Product_A,North
2024-08-05,611.1444554436549,507.159468674388,712.5939350836555,Product_A,North
2024-08-12,612.2475448652181,498.4789100030923,710.2292581704978,Product_A,North
2024-08-19,605.0278872692252,500.85266976469467,713.0194527178772,Product_A,North
2024-08-26,583.310663317649,482.2684337170459,689.3267586981524,Product_A,North
2024-09-02,561.9265555302284,460.5522454120279,676.2934093372745,Product_A,North
2024-09-09,559.1564616699171,451.82124083029476,661.4319036997753,Product_A,North
2024-09-16,571.9383639141164,455.5472947344203,677.3683395019826,Product_A,North
2024-09-23,577.2098578210463,468.66785422446833,683.4968291808739,Product_A,North
2024-09-30,561.4134733194547,448.36039793848005,663.9811955191188,Product_A,North
2024-10-07,541.509723223859,431.03820459059915,636.5042118766141,Product_A,North
2024-10-14,547.1259662127941,444.47612908303756,650.6021783344324,Product_A,North
2024-10-21,582.2342538490352,472.80992207946645,688.9198255400587,Product_A,North
2024-10-28,615.3981163477785,518.4369644299501,721.4955108959912,Product_A,North
2024-11-04,616.2754684734102,512.739673955255,716.3171985939022,Product_A,North
2024-11-11,596.431202374337,492.68281367663116,706.8315456023823,Product_A,North
2024-11-18,600.2565871981146,487.15341942840035,708.9053046059634,Product_A,North
2024-11-25,649.522133861752,542.868528659728,757.3831846108621,Product_A,North
2024-12-02,706.680598633853,605.0532359659471,814.8161188742499,Product_A,North
2024-12-09,708.3903126603773,603.5683899756496,817.414180977487,Product_A,North
2024-12-16,639.7061844071625,532.2559733287284,749.0743552015689,Product_A,North
2024-12-23,564.5497403961617,456.085509286604,672.7374536355575,Product_A,North
2024-12-30,569.7137191583207,461.42228050551915,680.9740555592564,Product_A,North
2025-01-06,676.3889877279021,580.1124672332238,783.0682195827592,Product_A,North
2025-01-13,814.5472796382746,707.2839183907424,918.6198313594756,Product_A,North
2025-01-20,890.3684249127558,780.3465950641119,998.4221616191431,Product_A,North
2025-01-27,876.1730569404683,775.2696300721215,982.9441775274911,Product_A,North
2025-02-03,829.0181787408035,726.8946214590773,936.6870608902273,Product_A,North
2025-02-10,823.32552632112,716.5366938546746,927.3740075846789,Product_A,North
2025-02-17,874.1973461544688,772.7012968865179,976.0839831655361,Product_A,North
2025-02-24,931.1208578925526,825.5228865258304,1040.5640434888062,Product_A,North
2025-03-03,939.6190150820844,838.0942250004202,1039.5257605759239,Product_A,North
2025-03-10,897.6742772887405,789.871201972063,1014.7507177301355,Product_A,North
2025-03-17,849.607475555335,742.1348320375367,959.8855720045825,Product_A,North
2025-03-24,834.5954775530764,727.0635950850367,945.156627165407,Product_A,North
2022-12-26,422.8067806131927,325.85250900092353,516.2644691112836,Product_A,South
2023-01-02,447.4458048064559,353.52718395052125,542.2712569480587,Product_A,South
2023-01-09,538.0014004391624,449.6150908503044,632.4638879999693,Product_A,South
2023-01-16,636.5048798413168,541.9851488624098,735.179818344156,Product_A,South
2023-01-23,683.9069023432446,588.2572068764478,784.5105155306459,Product_A,South
2023-01-30,672.951419550964,583.4570801524193,771.6477646775737,Product_A,South
2023-02-06,647.1107506863514,546.7457332588467,742.5727272712469,Product_A,South
2023-02-13,650.8461522166461,552.6599948780906,749.8929891842641,Product_A,South
2023-02-20,686.2095987630905,583.8569261275381,784.5242089083735,Product_A,South
2023-02-27,718.8289666753872,618.5436899947977,821.959235191107,Product_A,South
2023-03-06,719.9528749754056,629.5547620013733,821.4408710792542,Product_A,South
2023-03-13,695.3010711892059,592.5006426283718,790.4656525495683,Product_A,South
2023-03-20,672.7324611641423,574.5113090551869,770.8036365426416,Product_A,South
2023-03-27,669.2223113779378,567.3801742588703,762.8690689155409,Product_A,South
2023-04-03,676.5624998264584,578.1573537266285,771.4552239330377,Product_A,South
2023-04-10,677.7078605105013,581.1815957948003,778.3581521184391,Product_A,South
2023-04-17,669.3330216535368,573.8646752936617,770.7169815804109,Product_A,South
2023-04-24,663.4426271275365,570.9515591288352,756.4813593755218,Product_A,South
2023-05-01,669.7818781500196,580.9927154246517,772.8120305335261,Product_A,South
2023-05-08,683.0066252882597,587.4582573584072,783.6585737035416,Product_A,South
2023-05-15,689.1763743944166,597.1540244489404,783.3594857638135,Product_A,South
2023-05-22,681.1272812655805,583.9047679575096,778.3352880088609,Product_A,South
2023-05-29,663.7645018506598,569.099783789231,761.9911035995203,Product_A,South
2023-06-05,645.6520599887323,542.7588875785389,740.422575805882,Product_A,South
2023-06-12,629.8530206089745,534.5911082966029,732.675630085991,Product_A,South
2023-06-19,614.4444370056893,516.5923586080576,709.2090982469987,Product_A,South
2023-06-26,598.4065543355075,501.2856700487562,699.2486722347825,Product_A,South
2023-07-03,582.9180388286868,480.9835410542675,681.0945918488201,Product_A,South
2023-07-10,567.361742304742,473.3850038686548,672.1861330145043,Product_A,South
2023-07-17,548.1858010699711,452.8529425322636,641.9148944692722,Product_A,South
2023-07-24,524.0167887138639,427.2095735472223,621.1293585694578,Product_A,South
2023-07-31,499.73265560567097,403.36426506731135,592.3785352815369,Product_A,South
2023-08-07,482.2158125921376,381.114665020062,579.7871560300036,Product_A,South
2023-08-14,472.25488175636406,373.8949338851682,568.0734218460248,Product_A,South
2023-08-21,463.77448576160106,363.51944898681825,563.241399707787,Product_A,South
2023-08-28,452.44619052982443,350.48197445300144,545.2281267732949,Product_A,South
2023-09-04,442.3894533763098,341.2360594608484,537.3168139782896,Product_A,South
2023-09-11,441.1477032809581,344.12584348927936,538.823054341398,Product_A,South
2023-09-18,448.92463767375034,355.214988409337,549.9776540919567,Product_A,South
2023-09-25,456.97000134276203,364.24865027101725,546.7603277103744,Product_A,South
2023-10-02,458.4603961246452,357.4429514520775,557.0314944701188,Product_A,South
2023-10-09,457.5409336917305,367.52176373145767,550.4458050544033,Product_A,South
2023-10-16,463.14530007859435,359.26542226531717,569.1382292744813,Product_A,South
2023-10-23,474.8564309768503,370.91752417380826,567.9218442520139,Product_A,South
2023-10-30,481.25323395547116,379.55131024312,578.9416403708536,Product_A,South
2023-11-06,476.41360104475893,384.9985699604629,574.0052148952371,Product_A,South
2023-11-13,473.8305596732854,371.37861641219257,577.8865995127475,Product_A,South
2023-11-20,494.8525895990734,399.50152655935756,586.5475836997144,Product_A,South
2023-11-27,539.4711788579888,445.3330840096516,631.0660947319985,Product_A,South
2023-12-04,574.7922076778709,479.2090911955991,669.2234863117516,Product_A,South
2023-12-11,563.2103403832324,472.6276983940954,662.139685092611,Product_A,South
2023-12-18,506.14322992312736,413.4543269175897,608.2907595378003,Product_A,South
2023-12-25,454.1312348434858,365.0034971897931,545.7583048907724,Product_A,South
2024-01-01,464.6902298507021,358.80814248250215,566.1207303007002,Product_A,South
2024-01-08,546.6177521144249,445.05750293535954,648.842571494632,Product_A,South
2024-01-15,648.8653051711616,561.2586120300763,745.2380960812509,Product_A,South
2024-01-22,707.7598880565323,614.3075543636944,803.20753564569,Product_A,South
2024-01-29,704.9771354611713,605.8162333050371,797.658901242395,Product_A,South
2024-02-05,677.7544353520987,581.6286798468382,767.2870551785907,Product_A,South
2024-02-12,674.5615617572001,581.2211434190912,771.0966339819513,Product_A,South
2024-02-19,706.183962452003,610.4301131939774,804.2763597097254,Product_A,South
2024-02-26,742.1203126029852,648.3047195691096,847.8024287722714,Product_A,South
2024-03-04,749.485368860691,653.1529855019385,844.6074586606757,Product_A,South
2024-03-11,727.5712251228357,628.7036127395689,822.0670750040434,Product_A,South
2024-03-18,702.6607074767668,608.8552704624642,798.167860528794,Product_A,South
2024-03-25,695.6655955447187,608.2706139952656,794.1455211915145,Product_A,South
2024-04-01,702.3892970989288,603.0214682697253,800.8087774103969,Product_A,South
2024-04-08,705.4287467430488,606.9890745260808,794.1365687065888,Product_A,South
2024-04-15,698.1090833079812,608.0060819766356,799.6262693732859,Product_A,South
2024-04-22,690.6997819943541,591.7296763327153,785.5177262420112,Product_A,South
2024-04-29,694.7559623395003,604.9421898427925,796.6843202293647,Product_A,South
2024-05-06,707.7036377265149,615.5096981176941,802.7582062784571,Product_A,South
2024-05-13,715.9876426716658,624.5128176905692,816.5653838139974,Product_A,South
2024-05-20,710.3794877468919,607.1912427796659,810.0906042195403,Product_A,South
2024-05-27,693.966558428917,599.5031069534223,792.4002899328449,Product_A,South
2024-06-03,675.5189765777486,584.0137491259355,768.8325615097883,Product_A,South
2024-06-10,659.3504975704609,562.6267888779605,749.9719288109047,Product_A,South
2024-06-17,644.0041556451613,541.9676370863912,737.9773061494436,Product_A,South
2024-06-24,627.9846837883023,530.6445975036223,725.9123139022381,Product_A,South
2024-07-01,612.3061906913357,511.08826076904074,712.47574294998,Product_A,South
2024-07-08,596.9475174857548,501.98777499554393,694.0971914028723,Product_A,South
2024-07-15,578.6393982909345,478.7123701332722,680.1499041771505,Product_A,South
2024-07-22,555.1503746113065,464.602522926892,645.4951137806528,Product_A,South
2024-07-29,530.2937592271658,438.7644077374201,627.1640721437855,Product_A,South
2024-08-05,511.2271226314688,414.9199521555748,612.0623488119767,Product_A,South
2024-08-12,500.2120054972927,404.21848451578427,598.9779941056701,Product_A,South
2024-08-19,491.9435350313678,393.5508976625934,587.2938655707351,Product_A,South
2024-08-26,481.0414716619625,384.71749343017575,578.0910784573679,Product_A,South
2024-09-02,470.12302575495875,373.9259718489475,566.6220107857122,Product_A,South
2024-09-09,466.94228963839214,370.2258729073968,568.3622262017598,Product_A,South
2024-09-16,473.5553989880957,381.8207869195162,576.3226955682521,Product_A,South
2024-09-23,482.26032110498267,390.73669897921224,570.9411508507702,Product_A,South
2024-09-30,484.91906856902915,386.27406053175764,583.1494032452306,Product_A,South
2024-10-07,483.6881669578729,389.3303688689159,582.9618515934695,Product_A,South
2024-10-14,487.7150788268061,389.95547652208785,587.7033644468769,Product_A,South
2024-10-21,498.9668569209821,400.463509479609,594.472109228224,Product_A,South
2024-10-28,507.154224659253,411.61891379362396,598.2365627466402,Product_A,South
2024-11-04,503.8830974825477,399.5963042613242,598.0166652418488,Product_A,South
2024-11-11,499.1639674099619,402.38794472146844,596.094157581439,Product_A,South
2024-11-18,514.984136188456,425.01038645917066,605.3131176583569,Product_A,South
2024-11-25,556.9900170768252,460.38817972666544,649.905029104182,Product_A,South
2024-12-02,597.1988119191096,499.0019952368185,683.6460407745998,Product_A,South
2024-12-09,595.4458068587652,500.54988640733035,689.8490641577887,Product_A,South
2024-12-16,543.9047069826024,447.9723223835725,640.2374689885525,Product_A,South
2024-12-23,486.13530487379796,391.60162991055955,575.9649326574363,Product_A,South
2024-12-30,482.93732554816347,387.2084873712644,576.4141229707227,Product_A,South
2025-01-06,554.4870446437178,460.3815161395801,649.8157199042415,Product_A,South
2025-01-13,658.2944235312015,568.120480361655,762.2943087316911,Product_A,South
2025-01-20,728.0880691301506,626.8122999765073,828.3962142286109,Product_A,South
2025-01-27,734.8309870876873,633.8210948862094,833.3887174976925,Product_A,South
2025-02-03,707.9491117267496,614.7868327589191,807.8304310614848,Product_A,South
2025-02-10,698.2103551997978,603.9264438562326,792.5641276294704,Product_A,South
2025-02-17,725.0300528152527,626.6738584398586,815.4310458143154,Product_A,South
2025-02-24,763.1621631075723,671.7910048077033,864.1469124673229,Product_A,South
2025-03-03,776.7957698013565,672.558670132635,877.3272978143247,Product_A,South
2025-03-10,758.5883514086484,662.8571255305642,847.3383772917261,Product_A,South
2025-03-17,732.0919918901716,632.7199627179317,833.9774347696651,Product_A,South
2025-03-24,721.4695822148783,625.7058541964126,814.4398285196226,Product_A,South
2022-12-26,774.6735423013877,600.6378387948537,941.2223319213756,Product_B,East
2023-01-02,915.7879935674616,737.8620541603323,1077.7063486772847,Product_B,East
2023-01-09,1127.6486430765128,947.7447536206033,1307.4235044953855,Product_B,East
2023-01-16,1275.8470531280543,1098.1758294038175,1447.170579660456,Product_B,East
2023-01-23,1304.1957971788815,1129.6052354618937,1477.5700035831512,Product_B,East
2023-01-30,1270.002464714945,1081.9066170927615,1444.2385661157477,Product_B,East
2023-02-06,1264.2638893168426,1082.608840904723,1422.619967803431,Product_B,East
2023-02-13,1314.3577574635497,1151.8573036327425,1496.5814583933914,Product_B,East
2023-02-20,1371.459985175658,1203.6228744985951,1540.279508565204,Product_B,East
2023-02-27,1379.870005368819,1207.1399792124714,1548.7541753378318,Product_B,East
2023-03-06,1339.203223319462,1175.604967446285,1505.3666986340681,Product_B,East
2023-03-13,1294.9957113060584,1120.894917741601,1469.0514893630336,Product_B,East
2023-03-20,1283.9773929221471,1113.5122723483098,1447.78869881409,Product_B,East
2023-03-27,1304.0473087391945,1132.4454748201938,1468.7967679588214,Product_B,East
